"This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 13 Biosets for SARS day1 post-infection vs control Lung tissue experiments from six independent studies (GSE19137, GSE23955 , GSE36969,  GSE49262, GSE49263, GSE50000) and five strains (SARS-CoV GZ02, SARS-CoV HC-SZ-6103, SARS-CoV MA15, SARS-CoV MA15g, SARS-CoV MA15e, SARS-CoV TOR2, SARS-CoV Urbani). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata.   "		
"The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day1 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option."		
		
Gene	Specificity	Score Ave
Galnt4	6 out of 13	-11.10840037
Fam57a	5 out of 13	-11.10096276
Slc35c1	7 out of 13	-11.09023138
Ccdc15	5 out of 13	-11.08756206
LOC696779	5 out of 13	-11.08683579
Xylt2	6 out of 13	-11.08315279
Ccdc141	5 out of 13	-11.07917993
Endog	6 out of 13	-11.07568565
Calcoco1	5 out of 13	-11.07288178
Clec4a2	8 out of 13	-11.06763008
0710001D07Rik	6 out of 13	-11.05800907
Igsf10	5 out of 13	-11.05192173
Rpa2	7 out of 13	-11.04358641
Hey1	4 out of 13	-11.04293109
Pcdha9	4 out of 13	-11.04212483
Papss1	6 out of 13	-11.04208078
Rtkn2	8 out of 13	-11.03524972
Pnpla6	6 out of 13	-11.02190696
Zfp938	6 out of 13	-11.02169932
Hmgn5	5 out of 13	-11.02154264
Ism1	5 out of 13	-11.01054926
2900092E17Rik	7 out of 13	-11.00491638
Pir	5 out of 13	-11.00446779
1700096K18Rik	5 out of 13	-11.00002665
Ccdc92	5 out of 13	-10.99919553
D3Ertd751e	4 out of 13	-10.98396072
Rrm2b	5 out of 13	-10.98274904
Zbtb45	6 out of 13	-10.98211555
9030224M15Rik	4 out of 13	-10.97337722
9930014A18Rik	5 out of 13	-10.97252552
5730494M16Rik	6 out of 13	-10.96826057
Uqcr11	6 out of 13	-10.96687007
Zfp647	7 out of 13	-10.96644412
LOC695747	5 out of 13	-10.94387134
Usp2	7 out of 13	-10.94381441
Akip1	6 out of 13	-10.94154825
1700025G04Rik	5 out of 13	-10.94094263
Thra	7 out of 13	-10.92499571
Acss2	6 out of 13	-10.91699757
8430427H17Rik	5 out of 13	-10.91497215
Ppara	5 out of 13	-10.908346
Mcm7	5 out of 13	-10.90696281
Fgf11	5 out of 13	-10.89258808
Ddo	5 out of 13	-10.88812796
Fam117b	5 out of 13	-10.8822671
Pmp22	5 out of 13	-10.88186406
Hagh	6 out of 13	-10.87325487
Xlr	6 out of 13	-10.86254895
Trps1	6 out of 13	-10.85182057
Zfp93	6 out of 13	-10.84833201
Nucb1	6 out of 13	-10.84696914
Hpn	4 out of 13	-10.84269106
Tcf25	7 out of 13	-10.83322655
Itga11	6 out of 13	-10.83294463
NRXN1	5 out of 13	-10.83205436
1110031I02Rik	6 out of 13	-10.82837644
Cotl1	5 out of 13	-10.82200839
Napg	5 out of 13	-10.81273165
Gstz1	6 out of 13	-10.80534221
Ahsg	5 out of 13	-10.80471434
LOC707739	4 out of 13	-10.80432076
Hsd3b7	5 out of 13	-10.79990841
Tcf19	4 out of 13	-10.79139191
Smarcd2	6 out of 13	-10.78298863
Mpst	6 out of 13	-10.78225621
Pafah1b3	5 out of 13	-10.77587852
E330009J07Rik	6 out of 13	-10.76816334
Alg2	6 out of 13	-10.7432795
Gdpd1	4 out of 13	-10.74071407
Arhgef6	6 out of 13	-10.73489364
Arhgef17	5 out of 13	-10.7332713
Fbxl7	8 out of 13	-10.72612491
Srrd	7 out of 13	-10.72123026
Rbpjl	4 out of 13	-10.71888695
Ppp1r3c	7 out of 13	-10.71638376
Nradd	5 out of 13	-10.7108451
Cpeb2	5 out of 13	-10.6973499
Reck	7 out of 13	-10.6922529
Bckdk	6 out of 13	-10.69194661
Mrpl28	7 out of 13	-10.68771441
Pqlc3	6 out of 13	-10.68615627
Cdk10	7 out of 13	-10.6855121
Tmem88	5 out of 13	-10.68481895
Gpr126	6 out of 13	-10.68230374
Hist1h1e	8 out of 13	-10.68035778
Tmem100	5 out of 13	-10.67920154
Fam82b	6 out of 13	-10.66618467
Pde5a	6 out of 13	-10.66135063
Homer3	6 out of 13	-10.6605579
Lrrc20	6 out of 13	-10.65009736
Nuf2	5 out of 13	-10.64792316
Chchd10	7 out of 13	-10.64676621
Slc26a11	5 out of 13	-10.64138501
Trim2	7 out of 13	-10.63983867
Pter	6 out of 13	-10.6363841
Atp2a3	6 out of 13	-10.63629725
Pts	6 out of 13	-10.62461923
Lztr1	7 out of 13	-10.60976294
Rab38	4 out of 13	-10.60727093
Creg1	4 out of 13	-10.60475612
Rgs14	6 out of 13	-10.60375224
Mrps36	6 out of 13	-10.59395642
Pgrmc2	6 out of 13	-10.59296622
Rnf215	6 out of 13	-10.57885355
Iffo1	6 out of 13	-10.57081182
Dzip3	4 out of 13	-10.56890257
Ndufb8	7 out of 13	-10.56014812
Tspan2	8 out of 13	-10.55794462
Nfic	6 out of 13	-10.54384731
Nr2f6	6 out of 13	-10.54161748
Cnrip1	7 out of 13	-10.53931505
Dnaja4	8 out of 13	-10.53653768
D230018H15Rik	5 out of 13	-10.53608099
2810055G20Rik	4 out of 13	-10.53231336
Znrf3	8 out of 13	-10.52968018
Rcn3	5 out of 13	-10.52471295
Dus1l	4 out of 13	-10.52004973
Urod	6 out of 13	-10.51341577
LOC710740	4 out of 13	-10.51322366
Srek1	7 out of 13	-10.50918317
Nfia	5 out of 13	-10.50888378
Glt8d1	8 out of 13	-10.50417628
Man1c1	6 out of 13	-10.49415616
Tex264	6 out of 13	-10.48751508
Paip1	6 out of 13	-10.48656856
Sirt5	5 out of 13	-10.48573163
Pnliprp1	5 out of 13	-10.47861023
Ppp1r16b	5 out of 13	-10.4762529
6430573F11Rik	6 out of 13	-10.47482629
Lynx1	5 out of 13	-10.47462974
Vgll3	4 out of 13	-10.47343163
2210016H18Rik	4 out of 13	-10.47126865
Sil1	6 out of 13	-10.46910652
Igdcc4	6 out of 13	-10.46727913
Ptprr	4 out of 13	-10.46284544
Srr	7 out of 13	-10.44989198
Cdca3	4 out of 13	-10.44736222
Mki67	4 out of 13	-10.44445272
Bbs12	6 out of 13	-10.43778508
Sult5a1	5 out of 13	-10.43332503
Slc2a13	6 out of 13	-10.43176937
Nbeal1	6 out of 13	-10.4300887
Ccs	7 out of 13	-10.42550227
Vangl2	5 out of 13	-10.41947995
1190002F15Rik	5 out of 13	-10.39980872
Map1lc3a	6 out of 13	-10.39932271
CDC123	5 out of 13	-10.39686992
Arhgef39	6 out of 13	-10.39418738
LOC712979	4 out of 13	-10.39173913
Agbl3	4 out of 13	-10.39107274
Calcb	4 out of 13	-10.38975505
Acot13	4 out of 13	-10.38778747
1110001A16Rik	5 out of 13	-10.3873943
Fam53b	7 out of 13	-10.38184326
Aldh2	5 out of 13	-10.37840827
Ncapd2	5 out of 13	-10.37811094
GABARAP	4 out of 13	-10.37015567
Fgd1	6 out of 13	-10.36587222
Usf2	5 out of 13	-10.36502514
Manba	6 out of 13	-10.36173249
Fat3	5 out of 13	-10.36054846
Fam69b	7 out of 13	-10.35560193
B630019K06Rik	4 out of 13	-10.35454248
Snx32	5 out of 13	-10.34690993
Sestd1	5 out of 13	-10.34662177
Sgsm1	5 out of 13	-10.34438436
Notch4	4 out of 13	-10.34355964
Baiap2l1	5 out of 13	-10.34293975
Stard8	5 out of 13	-10.34245062
VDR	5 out of 13	-10.33759968
Itgb5	5 out of 13	-10.3361092
Mm.246506	4 out of 13	-10.33508995
A_52_P634607	5 out of 13	-10.32570061
Chtf18	6 out of 13	-10.32170164
Ctf1	5 out of 13	-10.31983513
Hip1	8 out of 13	-10.31954884
Kcnq5	5 out of 13	-10.31471505
Hoxa2	5 out of 13	-10.30117447
FLRT2	4 out of 13	-10.29970811
Pyroxd2	5 out of 13	-10.29458535
St3gal5	7 out of 13	-10.29146865
Rbmx	6 out of 13	-10.28904374
Rpl13	5 out of 13	-10.27893528
Hist3h2bb-ps	6 out of 13	-10.27223792
Dtl	5 out of 13	-10.26330848
Clcn2	6 out of 13	-10.2630794
Ctc1	6 out of 13	-10.25250581
Fech	9 out of 13	-10.24675606
Gm14964	4 out of 13	-10.24566139
Eid1	6 out of 13	-10.24471642
Maoa	5 out of 13	-10.23850215
Acrbp	6 out of 13	-10.23656212
Fkbp7	7 out of 13	-10.22733826
Col17a1	5 out of 13	-10.22640319
Ehd2	5 out of 13	-10.22239145
Furin	5 out of 13	-10.21680864
LOC719037	4 out of 13	-10.21351359
PVRL1	4 out of 13	-10.20935755
Cd36	5 out of 13	-10.20920448
Tsc2	6 out of 13	-10.20111805
Sirt4	4 out of 13	-10.19294513
Fam181b	8 out of 13	-10.19103564
0910001L09Rik	6 out of 13	-10.18379152
Upk1b	4 out of 13	-10.18259133
Cybrd1	4 out of 13	-10.17680032
Cacna2d1	5 out of 13	-10.17441527
Zfand1	5 out of 13	-10.17440707
Abca1	5 out of 13	-10.17332015
LOC706349	4 out of 13	-10.16879367
Mest	5 out of 13	-10.16032693
Lrrc28	7 out of 13	-10.15837142
Rassf3	5 out of 13	-10.15670535
Mrpl49	6 out of 13	-10.14307426
Mmp23	6 out of 13	-10.13859563
Trmt2b	5 out of 13	-10.13105846
Mdm1	5 out of 13	-10.12310209
Sh3bgrl2	4 out of 13	-10.11405236
Bmi1	6 out of 13	-10.11013481
Exo1	5 out of 13	-10.10708964
Jtb	6 out of 13	-10.10389594
Kif5a	5 out of 13	-10.09950615
4930451C15Rik	5 out of 13	-10.0918122
Nthl1	5 out of 13	-10.08792756
RAB11B	4 out of 13	-10.0806209
LOC717864	4 out of 13	-10.07416525
Pdlim3	6 out of 13	-10.06824271
Myl6b	6 out of 13	-10.06775181
Enho	5 out of 13	-10.0612467
Nol3	5 out of 13	-10.05919366
Ica1	7 out of 13	-10.05324889
Nudt11	5 out of 13	-10.05260142
Il17d	5 out of 13	-10.05252524
B230217C12Rik	6 out of 13	-10.05146069
Hist3h2a	5 out of 13	-10.05101579
Ecm2	6 out of 13	-10.04795907
Dpp4	5 out of 13	-10.04275087
Macf1	5 out of 13	-10.04206008
Figf	5 out of 13	-10.03869468
Tob1	5 out of 13	-10.03607218
Jkamp	6 out of 13	-10.0343494
Ogfod2	7 out of 13	-10.02605146
Dynlt3	6 out of 13	-10.01889655
B3gnt8	5 out of 13	-10.01885471
LOC711564	6 out of 13	-10.01255767
Tpp1	6 out of 13	-10.00285852
Kbtbd11	4 out of 13	-10.00160748
Rcan3	6 out of 13	-9.99447391
Fhod1	5 out of 13	-9.991757976
Aldh9a1	5 out of 13	-9.989254844
Arhgap15	6 out of 13	-9.986121798
Gna11	5 out of 13	-9.985550889
Nphp3	4 out of 13	-9.981258532
Eed	4 out of 13	-9.979804489
Pcmtd2	4 out of 13	-9.978125651
Nat8	4 out of 13	-9.975728241
Nfam1	8 out of 13	-9.970727842
Prepl	9 out of 13	-9.970418984
Slc46a1	5 out of 13	-9.969179391
Slc25a39	8 out of 13	-9.967369337
Gria3	6 out of 13	-9.95152072
TOLLIP	5 out of 13	-9.947525573
Zrsr1	4 out of 13	-9.937047639
Scd1	4 out of 13	-9.93309868
Limd2	5 out of 13	-9.929419081
8-Sep	8 out of 13	-9.921673924
Rabl6	7 out of 13	-9.919787111
C530030A11Rik	4 out of 13	-9.913346323
Wdr6	6 out of 13	-9.900236226
Srcin1	5 out of 13	-9.894425741
Cul9	6 out of 13	-9.891127353
Rbp1	6 out of 13	-9.890104088
Mogs	5 out of 13	-9.889277187
Gulp1	5 out of 13	-9.884554153
Ptch1	7 out of 13	-9.877592728
Dusp26	4 out of 13	-9.87472684
Mxra7	5 out of 13	-9.872491209
Zfp449	5 out of 13	-9.870203239
Tspan1	6 out of 13	-9.861085657
Ccdc61	7 out of 13	-9.858675756
Ppp2r5d	6 out of 13	-9.858318441
Zfp862	4 out of 13	-9.855616537
Syce2	5 out of 13	-9.845473647
434002	4 out of 13	-9.837978429
Bsg	4 out of 13	-9.828630279
Xpr1	5 out of 13	-9.825278568
Fcrls	5 out of 13	-9.819172869
Acoxl	4 out of 13	-9.810902648
Agphd1	5 out of 13	-9.806849935
Muc16	5 out of 13	-9.792241593
Abcb9	5 out of 13	-9.790636822
Cav2	6 out of 13	-9.781609594
Aph1c	5 out of 13	-9.780848038
Mfap2	4 out of 13	-9.780345159
Abcd2	4 out of 13	-9.778348716
Gng8	4 out of 13	-9.776788274
Chd6	6 out of 13	-9.774615869
STUB1	5 out of 13	-9.765404731
Zfp11	4 out of 13	-9.76112002
SLC35A3	5 out of 13	-9.755298287
Slc39a4	6 out of 13	-9.755236628
Bmp1	5 out of 13	-9.753894484
1500026H17Rik	5 out of 13	-9.751419447
Spns2	4 out of 13	-9.746397652
Ripply3	4 out of 13	-9.746109142
2900005J15Rik	5 out of 13	-9.745361718
Klhl8	6 out of 13	-9.741161972
Nenf	7 out of 13	-9.729169644
Lclat1	5 out of 13	-9.719447073
Tmed6	8 out of 13	-9.714229562
Trpc2	5 out of 13	-9.714210487
Tmeff1	4 out of 13	-9.710923426
Inppl1	5 out of 13	-9.710672811
Ltbp3	5 out of 13	-9.693063007
Zfp273	5 out of 13	-9.689994033
Ttc38	5 out of 13	-9.689691232
Slc22a23	5 out of 13	-9.685907364
St8sia4	4 out of 13	-9.68459543
ARHGAP1	5 out of 13	-9.682740535
Pabpc4l	5 out of 13	-9.669962395
Ube3b	6 out of 13	-9.659487315
Cd200r1	4 out of 13	-9.657920008
Unc5c	6 out of 13	-9.652492547
LOC717764	4 out of 13	-9.6409109
ENSMUSG00000053353	5 out of 13	-9.638501476
Trim65	6 out of 13	-9.636250545
Sema3c	4 out of 13	-9.635528234
Zfp951	5 out of 13	-9.634414319
Ascl1	6 out of 13	-9.6316401
St6galnac6	5 out of 13	-9.626084101
Scrn2	5 out of 13	-9.623056216
Pgap1	4 out of 13	-9.620671794
1700020I14Rik	4 out of 13	-9.620066285
9030617O03Rik	4 out of 13	-9.61912564
Tie1	5 out of 13	-9.61633064
Paqr4	4 out of 13	-9.615768497
Galntl2	4 out of 13	-9.611679053
H47	5 out of 13	-9.60726982
Mm.269279	4 out of 13	-9.600566508
Kif23	6 out of 13	-9.599887742
Tmem144	5 out of 13	-9.596111568
MRPL1	4 out of 13	-9.589693605
Cisd1	5 out of 13	-9.584192404
Kctd8	6 out of 13	-9.583989061
Alg1	5 out of 13	-9.580191761
Prr15	5 out of 13	-9.580066268
Mboat2	5 out of 13	-9.579018034
Ppargc1b	7 out of 13	-9.578351204
Ang2	4 out of 13	-9.572592199
Dynll1	7 out of 13	-9.555999497
Cass4	4 out of 13	-9.552067893
Shprh	7 out of 13	-9.550064803
Vstm2a	4 out of 13	-9.548892436
Wif1	4 out of 13	-9.548017561
Plcxd3	4 out of 13	-9.540983077
VPS28	6 out of 13	-9.534826068
Frem2	5 out of 13	-9.533555692
Fam189b	5 out of 13	-9.532967144
Stradb	6 out of 13	-9.53242716
B3galnt1	5 out of 13	-9.529440495
Rpl9	6 out of 13	-9.529363866
Ano6	4 out of 13	-9.52265526
Exoc3l2	5 out of 13	-9.518500938
Crlf1	6 out of 13	-9.511486282
Med22	6 out of 13	-9.507442965
F8a	5 out of 13	-9.507287774
Sh3tc2	5 out of 13	-9.502235731
Pou2f1	6 out of 13	-9.501735454
Timm17b	7 out of 13	-9.501184318
Plscr4	6 out of 13	-9.496164582
Nsdhl	5 out of 13	-9.493668702
Ntn3	6 out of 13	-9.489773443
P4hb	5 out of 13	-9.485839293
Fras1	5 out of 13	-9.485648244
Dctpp1	5 out of 13	-9.482763538
DXBay18	6 out of 13	-9.480418096
Mmp14	7 out of 13	-9.474316041
Wash	7 out of 13	-9.470335264
Hddc3	5 out of 13	-9.470020614
Tom1l2	6 out of 13	-9.468613948
Zfp74	5 out of 13	-9.467009796
Colec12	4 out of 13	-9.46685363
Col16a1	5 out of 13	-9.45492211
Slc4a4	4 out of 13	-9.454186307
Araf	4 out of 13	-9.444223902
Zbtb4	7 out of 13	-9.439049722
REXO4	4 out of 13	-9.438955763
LOC716961	5 out of 13	-9.436283583
Pparg	5 out of 13	-9.428155462
Angpt1	4 out of 13	-9.427591603
Tspan12	4 out of 13	-9.424421089
Tspyl3	6 out of 13	-9.418545078
Gm5101	5 out of 13	-9.408308603
2900026A02Rik	5 out of 13	-9.404573761
Pxmp2	5 out of 13	-9.391139947
5830454E08Rik	4 out of 13	-9.387122669
3110057O12Rik	5 out of 13	-9.381901054
BRWD1	6 out of 13	-9.367171162
Gtf2i	6 out of 13	-9.360194338
Cep170	4 out of 13	-9.358825903
Ube2e3	4 out of 13	-9.354058325
Pcolce	5 out of 13	-9.351842204
Ank	6 out of 13	-9.344521384
Cyp2a5	6 out of 13	-9.344002987
Pnpla8	6 out of 13	-9.343213091
Glt28d2	5 out of 13	-9.327017478
Snph	6 out of 13	-9.321259181
Leprel4	5 out of 13	-9.321119748
Slc29a1	4 out of 13	-9.317314898
Maf1	6 out of 13	-9.316821247
Mob3b	6 out of 13	-9.31591906
4732444A12Rik	6 out of 13	-9.314225282
Ctsd	5 out of 13	-9.310457119
Xrcc6bp1	6 out of 13	-9.306393268
A_52_P99082	4 out of 13	-9.306384962
Nadsyn1	6 out of 13	-9.300588116
1110018F16Rik	5 out of 13	-9.297900339
Deb1	6 out of 13	-9.290588886
UQCRC1	4 out of 13	-9.288921811
Rbp4	4 out of 13	-9.28581255
Chst14	4 out of 13	-9.282746994
D10Bwg1070e	5 out of 13	-9.282589041
Slc6a8	6 out of 13	-9.277267636
Ankmy2	7 out of 13	-9.273779336
Slc52a3	4 out of 13	-9.269773495
Mm.126353	4 out of 13	-9.266287196
Maged1	6 out of 13	-9.266132389
Sgce	5 out of 13	-9.26014573
Osbpl2	8 out of 13	-9.258113355
Afap1l1	5 out of 13	-9.25133592
Dedd2	5 out of 13	-9.248269243
Zfp161	5 out of 13	-9.242132992
Tab1	4 out of 13	-9.240946071
Pltp	8 out of 13	-9.235735063
Aqp1	5 out of 13	-9.230134775
Klc4	5 out of 13	-9.229512042
Eid2b	5 out of 13	-9.227294027
Fgd4	5 out of 13	-9.214413819
Arhgef38	5 out of 13	-9.201480176
Igf2r	8 out of 13	-9.191082031
Rabac1	5 out of 13	-9.188273727
Pcnx	7 out of 13	-9.186946126
Rspo1	8 out of 13	-9.181229655
Unc5b	5 out of 13	-9.178152569
Magi2	4 out of 13	-9.173396179
Lamc1	4 out of 13	-9.170904007
Tmem191c	5 out of 13	-9.16826969
Mmp9	7 out of 13	-9.160480218
A_51_P350378	4 out of 13	-9.153513451
C7H14orf2	4 out of 13	-9.151857457
Dnahc8	4 out of 13	-9.148723989
Mthfd2l	4 out of 13	-9.146488217
Slc6a15	4 out of 13	-9.144021656
Mm.372445	5 out of 13	-9.14241725
Mvk	4 out of 13	-9.12421498
Setd7	5 out of 13	-9.120732888
Wdr61	5 out of 13	-9.112945305
Ppm1l	5 out of 13	-9.106841421
1110021L09Rik	5 out of 13	-9.100629394
Ftl1	4 out of 13	-9.092205275
Ypel1	5 out of 13	-9.092136606
Kdelc2	5 out of 13	-9.089930957
Anks6	6 out of 13	-9.088523091
Ank3	5 out of 13	-9.088359959
Adck3	5 out of 13	-9.078862011
Dact2	4 out of 13	-9.078273495
D14Ertd449e	4 out of 13	-9.072132935
Anxa9	5 out of 13	-9.069724996
Evi5	6 out of 13	-9.06606698
Zeb2	5 out of 13	-9.062721951
Ubr3	5 out of 13	-9.060819983
Alg6	5 out of 13	-9.057580957
Slc3a1	6 out of 13	-9.053031601
Rpusd3	6 out of 13	-9.050029254
Vwa8	7 out of 13	-9.049487092
Map1lc3b	7 out of 13	-9.047701413
Zmym3	5 out of 13	-9.046523673
Tmem220	5 out of 13	-9.041258342
Zmat3	5 out of 13	-9.036212315
Sertad4	4 out of 13	-9.032426795
Pcyox1	5 out of 13	-9.030586067
Cml5	5 out of 13	-9.018426494
Slc38a5	4 out of 13	-9.015399274
Rab3d	6 out of 13	-9.010598147
Rfxank	4 out of 13	-9.009961534
Lzts1	5 out of 13	-9.009620703
Ndufc2	6 out of 13	-9.002753873
Itpr3	5 out of 13	-9.002492105
9430015G10Rik	6 out of 13	-8.999448291
2310047K21Rik	4 out of 13	-8.998929741
Klhl13	5 out of 13	-8.997144641
Mmp2	6 out of 13	-8.994229132
Ccni	7 out of 13	-8.99281726
Prosapip1	6 out of 13	-8.992748666
Efemp1	5 out of 13	-8.98646952
Fhl1	6 out of 13	-8.984123936
Rpusd4	6 out of 13	-8.983051384
Fkbp2	5 out of 13	-8.978651195
Cdpf1	4 out of 13	-8.975791853
PXR	4 out of 13	-8.973442855
Kif1c	7 out of 13	-8.968464632
Tlr1	7 out of 13	-8.967200284
Adam33	4 out of 13	-8.960327749
Acsl1	6 out of 13	-8.958032621
Tex261	6 out of 13	-8.955788557
RAD51L1	4 out of 13	-8.950718181
Ldb1	6 out of 13	-8.949867905
Kcnip4	4 out of 13	-8.947662341
Fetub	5 out of 13	-8.945246291
Srgap3	4 out of 13	-8.935069111
Ppm1b	8 out of 13	-8.926020463
Zfp329	6 out of 13	-8.923546205
Srpx2	4 out of 13	-8.921207382
Hexa	5 out of 13	-8.91818089
Tarsl2	8 out of 13	-8.917752547
LOC714321	4 out of 13	-8.916510062
Tmem60	5 out of 13	-8.913595889
Col4a6	5 out of 13	-8.913235241
PLUNC	4 out of 13	-8.910507581
Fdps	7 out of 13	-8.909418869
Alg14	6 out of 13	-8.904800182
Prr18	4 out of 13	-8.904431346
Ccdc150	5 out of 13	-8.898867241
Pgp	6 out of 13	-8.895101309
Zfp740	6 out of 13	-8.883319981
Rgs19	4 out of 13	-8.877148042
Arhgef15	4 out of 13	-8.876277187
Sumo2	5 out of 13	-8.851898496
2310003H01Rik	5 out of 13	-8.850671309
Iqsec1	6 out of 13	-8.843291713
Gusb	6 out of 13	-8.837841948
Tonsl	4 out of 13	-8.829581237
Grb10	6 out of 13	-8.829433023
Fgf10	4 out of 13	-8.826784926
Sppl3	8 out of 13	-8.813131429
Hmgn2	5 out of 13	-8.810323131
Tspan3	6 out of 13	-8.80864748
Mid2	4 out of 13	-8.80848204
Kdelr3	4 out of 13	-8.808283967
Arl2	6 out of 13	-8.80144202
DIP2B	6 out of 13	-8.795120608
Fuca1	6 out of 13	-8.794552872
Stbd1	5 out of 13	-8.792091025
Tc2n	8 out of 13	-8.791705308
Tmem237	6 out of 13	-8.791393127
Alox5ap	4 out of 13	-8.79067199
Cdkn1b	4 out of 13	-8.790121665
Atxn10	4 out of 13	-8.787688281
Ccndbp1	4 out of 13	-8.784031461
Dcaf17	5 out of 13	-8.779090046
Deaf1	5 out of 13	-8.770147071
Fam165b	6 out of 13	-8.769526822
Cyp4v3	6 out of 13	-8.768399328
Nr2c1	5 out of 13	-8.767745087
Dhrs13	4 out of 13	-8.764515236
Uggt2	5 out of 13	-8.761287152
Spnb3	7 out of 13	-8.759123018
1700034H14Rik	6 out of 13	-8.747412325
LOC704143	4 out of 13	-8.74496106
Pik3ca	6 out of 13	-8.741087617
Sybu	6 out of 13	-8.73946871
Trappc6a	6 out of 13	-8.729129232
LGALS1P	4 out of 13	-8.72767577
Fgd5	5 out of 13	-8.723093838
1810043G02Rik	6 out of 13	-8.719703349
6330403L08Rik	4 out of 13	-8.717617754
Stk25	4 out of 13	-8.703459382
Sirt3	5 out of 13	-8.700530258
Unc79	4 out of 13	-8.700097164
Pabpn1	5 out of 13	-8.698784103
Tecrl	4 out of 13	-8.691508148
Mknk2	6 out of 13	-8.691454533
Tbc1d2b	4 out of 13	-8.681660106
Wdr33	6 out of 13	-8.677361101
Trim62	7 out of 13	-8.661621781
Chaf1a	7 out of 13	-8.661381772
NCOR2	4 out of 13	-8.65868307
Gcgr	5 out of 13	-8.65657967
A_52_P748402	5 out of 13	-8.65281076
Syne2	5 out of 13	-8.646145731
Gtf3a	6 out of 13	-8.645093155
Vps26b	6 out of 13	-8.641336912
Cdc14b	6 out of 13	-8.619144936
Calm3	4 out of 13	-8.618569121
Atp6v0e2	5 out of 13	-8.617368476
Abl1	4 out of 13	-8.61506342
Lancl1	7 out of 13	-8.61291661
Mum1l1	6 out of 13	-8.61127946
Rtn3	7 out of 13	-8.608157676
Azgp1	4 out of 13	-8.607402346
Akap17b	7 out of 13	-8.605627525
Mpv17l2	6 out of 13	-8.602914136
Amot	5 out of 13	-8.602159906
Oma1	4 out of 13	-8.589535655
Atf7ip	7 out of 13	-8.586262716
6720401G13Rik	4 out of 13	-8.583607906
Zfp524	5 out of 13	-8.575291815
Zfp346	9 out of 13	-8.572955563
Arfgap2	7 out of 13	-8.571982195
Ctsf	5 out of 13	-8.569422211
TRAF7	5 out of 13	-8.56870267
Lrrc46	5 out of 13	-8.551032088
Gprasp2	8 out of 13	-8.549159234
Svep1	4 out of 13	-8.548983648
5031439G07Rik	5 out of 13	-8.543008775
1110018J18Rik	5 out of 13	-8.539078448
Ahcyl2	4 out of 13	-8.53727572
Mxi1	6 out of 13	-8.535534969
Lrrn2	4 out of 13	-8.532838763
Zfp882	6 out of 13	-8.525729578
Irs1	8 out of 13	-8.524633759
Rnf130	6 out of 13	-8.520752605
Tspan13	4 out of 13	-8.520208253
2010107G23Rik	4 out of 13	-8.518291385
Klhdc8b	4 out of 13	-8.512783212
Rapgefl1	4 out of 13	-8.512066732
Slc6a9	4 out of 13	-8.511508899
Cdk20	6 out of 13	-8.510978919
1810058I24Rik	5 out of 13	-8.506427967
Rasl11b	4 out of 13	-8.501425456
Cnppd1	6 out of 13	-8.500564181
Cnpy2	5 out of 13	-8.497984631
TSPAN32	4 out of 13	-8.483804363
Sip1	6 out of 13	-8.48375038
Romo1	6 out of 13	-8.477019703
Cib2	5 out of 13	-8.471937353
Abi3bp	4 out of 13	-8.471774267
LOC716995	4 out of 13	-8.470985414
Ydjc	4 out of 13	-8.469930798
Gm14325	4 out of 13	-8.465360002
Fdxr	5 out of 13	-8.455911862
Bri3	6 out of 13	-8.453367099
Lass4	6 out of 13	-8.44927005
Fndc1	4 out of 13	-8.449178109
Zbtb20	6 out of 13	-8.445174134
Zik1	6 out of 13	-8.442227887
Dut	4 out of 13	-8.437064457
Pde4dip	5 out of 13	-8.433031703
TMEFF2	4 out of 13	-8.431359019
Arhgef19	5 out of 13	-8.424932766
Tcf3	6 out of 13	-8.423758546
Zfp12	6 out of 13	-8.416569503
Cpsf6	6 out of 13	-8.416468804
Amacr	5 out of 13	-8.408227635
Zfp354c	5 out of 13	-8.405761605
Tpra1	5 out of 13	-8.400829093
Zfp566	5 out of 13	-8.399376858
4930431P19Rik	6 out of 13	-8.395009146
Tbcel	6 out of 13	-8.392202514
Cyb5b	5 out of 13	-8.385170034
2610002J02Rik	5 out of 13	-8.384189043
Pmvk	4 out of 13	-8.379554702
Tmem216	6 out of 13	-8.379134883
Alkbh8	6 out of 13	-8.373110025
Pcbd2	5 out of 13	-8.367179414
Igfbp6	5 out of 13	-8.366933676
Dynlrb2	5 out of 13	-8.366809667
AK085108	5 out of 13	-8.352641795
LOC706321	5 out of 13	-8.337759742
B3gntl1	6 out of 13	-8.334555008
Slc5a3	5 out of 13	-8.333122675
2510009E07Rik	5 out of 13	-8.332344665
Tpcn2	4 out of 13	-8.331156585
Cdca5	5 out of 13	-8.325840157
Zc3hav1l	6 out of 13	-8.32342365
Mm.236573	5 out of 13	-8.319285478
Alkbh7	6 out of 13	-8.298752432
Cenpf	5 out of 13	-8.289226038
Apoe	5 out of 13	-8.283103476
Rusc2	8 out of 13	-8.266006226
