"This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 15 Biosets for SARS day4 post-infection vs control Lung tissue experiments from twelve independent studies (GSE23955, GSE36969, GSE40824, GSE40827, GSE49262, GSE50000, GSE50878, GSE51386, GSE51387, GSE64660, GSE64661, GSE68820) and four strains (SARS-CoV GZ02, SARS-CoV HC-SZ-6103, SARS-CoV Urbani, SARS-CoV MA15). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata."		
"The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day4 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option to use the directional values and rank."		
		
Gene	Specificity	Score Ave
Lepre1	8 out of 15	14.3400264
Tpmt	7 out of 15	14.32631862
LOC712064	8 out of 15	14.31339367
LOC706003	8 out of 15	14.30686486
A_52_P80305	8 out of 15	14.30304818
Gm5431	7 out of 15	14.27211488
Acp5	10 out of 15	14.26178106
Bzw1	7 out of 15	14.23466899
Ggct	8 out of 15	14.21411481
Homer1	9 out of 15	14.21212107
TOMM70A	9 out of 15	14.20492446
Coro7	9 out of 15	14.20301577
Fkbp1b	9 out of 15	14.19855427
Spic	7 out of 15	14.18130567
Ascc2	10 out of 15	14.17967238
Sdc3	9 out of 15	14.17944431
Nme1	8 out of 15	14.1790799
C230052I12Rik	9 out of 15	14.17458181
Wbp5	8 out of 15	14.16277013
CORO1C	10 out of 15	14.16243629
Polr3k	10 out of 15	14.14895426
Ano9	7 out of 15	14.13405421
Wt1	7 out of 15	14.13361814
Fam78b	7 out of 15	14.12972211
Dnajc17	10 out of 15	14.11729806
Ccdc90a	11 out of 15	14.109357
Gpr107	10 out of 15	14.10014859
Ebi3	7 out of 15	14.05274959
Aldh1b1	7 out of 15	14.04505235
Wdr12	7 out of 15	14.04000335
Ctsd	9 out of 15	14.03156917
Wdfy1	7 out of 15	14.0235032
Pde1a	11 out of 15	14.00895354
Klhl6	8 out of 15	14.00853186
Tgfbr2	10 out of 15	13.96475766
Hoxb7	7 out of 15	13.95889946
Eif1ad	7 out of 15	13.94204962
Dda1	10 out of 15	13.92259075
Pqlc2	8 out of 15	13.91259583
Asns	10 out of 15	13.90341065
Micall1	9 out of 15	13.9003443
Slk	10 out of 15	13.89831146
Ipo5	7 out of 15	13.89293718
Hnrnpa1	10 out of 15	13.8826476
Mrpl42	10 out of 15	13.87870617
Cenpt	7 out of 15	13.872459
Zmynd15	8 out of 15	13.87242832
Rab32	8 out of 15	13.84900918
Pcna	9 out of 15	13.83795475
2310008H09Rik	9 out of 15	13.83644529
Sp110	7 out of 15	13.82599491
Cdc42se1	10 out of 15	13.79360936
Mrpl45	12 out of 15	13.7844071
Ralgapb	12 out of 15	13.77323804
A_52_P622197	7 out of 15	13.76192409
Dpy19l1	10 out of 15	13.75520108
Mrpl47	11 out of 15	13.74492671
Gzmd	7 out of 15	13.73596
Mrto4	7 out of 15	13.73171875
Cyp4a10	8 out of 15	13.72553897
Cycs	9 out of 15	13.7162421
Slc7a6	7 out of 15	13.71514411
Shisa3	7 out of 15	13.71435084
2610029I01Rik	9 out of 15	13.70671786
Serp1	10 out of 15	13.70508651
A_52_P18596	9 out of 15	13.70454339
C1qtnf5	10 out of 15	13.69546323
Ly9	9 out of 15	13.67836266
Tlr3	8 out of 15	13.67626761
ENSMUSG00000066002	8 out of 15	13.6667556
Arhgap8	8 out of 15	13.64887553
Itga3	9 out of 15	13.64542029
LOC720068	8 out of 15	13.63836381
Uba7	7 out of 15	13.63712279
Sirpa	8 out of 15	13.62238092
Evi2a	10 out of 15	13.62073528
Psmc3	10 out of 15	13.61934347
Gngt2	7 out of 15	13.6069126
Stip1	8 out of 15	13.60373585
Ly96	8 out of 15	13.59820442
Cstf2	9 out of 15	13.59712024
HNRNPD	7 out of 15	13.57953437
Ubqln1	8 out of 15	13.57150946
U2af1	9 out of 15	13.56726491
629657	8 out of 15	13.55887529
Plek	9 out of 15	13.53082454
Ttc19	12 out of 15	13.5234009
Creb5	9 out of 15	13.50568083
LOC708108	9 out of 15	13.49951952
Cotl1	8 out of 15	13.4897595
Gpr124	9 out of 15	13.47652887
Eif2s2	9 out of 15	13.47538627
Gm20559	7 out of 15	13.47295052
DCTD	7 out of 15	13.45576973
Cp	8 out of 15	13.43899202
CALD1	11 out of 15	13.43632579
B4galt6	10 out of 15	13.42555722
Ism1	8 out of 15	13.41453505
Csf1r	7 out of 15	13.41348805
ENSMUST00000088886	8 out of 15	13.40009257
Krt7	7 out of 15	13.39372946
Il12b	7 out of 15	13.39349103
V00829	7 out of 15	13.37975153
Nudt1	9 out of 15	13.35844304
Chmp4b	8 out of 15	13.355076
Ttll4	11 out of 15	13.35320749
Rasa4	7 out of 15	13.34572678
Ccdc122	7 out of 15	13.33554902
LOC698318	10 out of 15	13.32212163
Folr2	7 out of 15	13.31992163
Dusp10	9 out of 15	13.2777605
Crlf2	8 out of 15	13.24453959
Rcan1	7 out of 15	13.24083831
Ino80c	11 out of 15	13.22964996
Mrpl35	7 out of 15	13.22831537
LOC717828	8 out of 15	13.22817392
USP48	9 out of 15	13.22162163
LOC718015	7 out of 15	13.20266704
Phf6	9 out of 15	13.2016951
A_52_P266770	8 out of 15	13.18972226
Batf3	7 out of 15	13.15986474
Hn1	9 out of 15	13.15410317
Set	9 out of 15	13.15258129
Chek2	8 out of 15	13.14973535
Map3k9	9 out of 15	13.10879203
Wars	7 out of 15	13.10214692
LOC697876	9 out of 15	13.10188036
LOC703013	10 out of 15	13.07997759
Reep3	11 out of 15	13.07129128
1700001L05Rik	7 out of 15	13.06817464
Dock5	10 out of 15	13.06460863
LOC705932	8 out of 15	13.05638878
HAS2	7 out of 15	13.05100659
Lrrc40	8 out of 15	13.02357525
Cyp1b1	8 out of 15	13.0206729
Laptm5	7 out of 15	13.0008037
Cox18	9 out of 15	12.99704902
5530401N12Rik	7 out of 15	12.99325817
Afg3l1	8 out of 15	12.98914989
Psma4	10 out of 15	12.98384242
Med9	10 out of 15	12.96541907
GPX7	8 out of 15	12.95088466
Dctpp1	7 out of 15	12.94087606
Mrps18c	11 out of 15	12.93489607
Psmd12	7 out of 15	12.92450884
POLR3D	8 out of 15	12.92039527
Ncf1	8 out of 15	12.8832282
S100a11	9 out of 15	12.87449297
Cacul1	11 out of 15	12.87047562
Lpcat2	7 out of 15	12.8589649
BC085283	10 out of 15	12.85757329
Dapp1	10 out of 15	12.85177306
Gm7665	8 out of 15	12.83934174
DNAJC5	8 out of 15	12.83527732
Calr	9 out of 15	12.83333545
Man1a2	7 out of 15	12.81122216
ZEB2	9 out of 15	12.78256719
Klhdc10	9 out of 15	12.776098
Tmem194	9 out of 15	12.76267902
Xpnpep1	9 out of 15	12.76019954
Lhx2	8 out of 15	12.75788651
PSMD13	10 out of 15	12.75478804
Cfl1	8 out of 15	12.74510131
Csrnp1	9 out of 15	12.73247379
Fgd3	9 out of 15	12.72190195
Sae1	10 out of 15	12.71783848
Stard5	8 out of 15	12.7093274
Mllt11	8 out of 15	12.70634481
TRMT61A	8 out of 15	12.6854867
Zcwpw1	7 out of 15	12.67825692
EIF6	8 out of 15	12.66937616
Tuba1b	9 out of 15	12.66469513
Phlda1	8 out of 15	12.62834394
Cerk	9 out of 15	12.62088687
Sar1a	7 out of 15	12.61740051
Ccdc50	11 out of 15	12.60014696
Hist3h2a	9 out of 15	12.59642676
MMACHC	9 out of 15	12.5951644
Bcl2l13	7 out of 15	12.59341968
Sik3	9 out of 15	12.58924042
Dok2	8 out of 15	12.575991
Cdk5rap2	7 out of 15	12.54159272
Cacybp	9 out of 15	12.53243027
Tmem30a	8 out of 15	12.5311684
Skp2	8 out of 15	12.52779021
S1pr3	7 out of 15	12.52756776
Pak1	10 out of 15	12.52020763
A_52_P89683	7 out of 15	12.51336754
C12H2orf47	9 out of 15	12.50164401
Mpi	8 out of 15	12.4784275
Pmm2	8 out of 15	12.46496645
Mcoln2	7 out of 15	12.44126112
DNAJC2	9 out of 15	12.43576748
Kdelr2	8 out of 15	12.42409731
Fosl2	7 out of 15	12.4073645
4930471M23Rik	9 out of 15	12.39462194
Rab10	10 out of 15	12.39406392
Apbb1ip	8 out of 15	12.38245969
Casp1	8 out of 15	12.35668311
Nmnat1	9 out of 15	12.3439703
B4galt5	8 out of 15	12.34360089
Ppt1	12 out of 15	12.32987064
DERL1	8 out of 15	12.31505105
Mtbp	9 out of 15	12.28415411
Serping1	7 out of 15	12.27180033
Psmb2	7 out of 15	12.26343376
Slco4a1	10 out of 15	12.2595892
LOC705039	10 out of 15	12.25057258
Mrps18b	11 out of 15	12.23645141
Il17ra	7 out of 15	12.20506247
A_52_P425254	8 out of 15	12.20041988
LOC700428	7 out of 15	12.19847312
LOC714969	8 out of 15	12.18594995
A_52_P600824	7 out of 15	12.17942874
D17Wsu104e	9 out of 15	12.17906756
Gemin6	11 out of 15	12.17465926
Slmo2	9 out of 15	12.15138433
Fasl	7 out of 15	12.14751212
A_52_P6621	7 out of 15	12.14298661
Nmi	7 out of 15	12.14236671
Arl11	9 out of 15	12.13063212
GBP6	7 out of 15	12.12386167
Tceb3	10 out of 15	12.11871484
Eif2s1	7 out of 15	12.11569682
Fstl1	12 out of 15	12.10450039
Sdcbp2	8 out of 15	12.09226952
ENSMUSG00000060243	7 out of 15	12.09079831
Abcf1	8 out of 15	12.06510028
Pik3r5	7 out of 15	12.05686307
Creb1	15 out of 15	12.05221336
Adam15	9 out of 15	12.04895678
MRPL19	8 out of 15	12.03663417
EG245436	8 out of 15	12.03179459
Gtf3c6	8 out of 15	12.01532248
Bri3bp	9 out of 15	11.98580281
Psmd2	9 out of 15	11.98347692
Senp1	9 out of 15	11.98243371
Hivep3	8 out of 15	11.98092047
Cars	10 out of 15	11.98029712
Larp1	9 out of 15	11.97707599
Ahcy	7 out of 15	11.97266079
Ran	7 out of 15	11.96741962
Dok1	8 out of 15	11.9668195
A_51_P257640	8 out of 15	11.96347303
Mrpl40	11 out of 15	11.96095079
Cwc22	7 out of 15	11.95891841
Nmt2	11 out of 15	11.9431934
Ash2l	10 out of 15	11.94301379
Dbn1	7 out of 15	11.93597124
Pole4	10 out of 15	11.93538429
Pcsk5	9 out of 15	11.91763364
PLK3	7 out of 15	11.91329314
Tmem86a	8 out of 15	11.91295018
545342	7 out of 15	11.89208971
Arhgap9	7 out of 15	11.88714591
Trim27	7 out of 15	11.88410357
Rhoj	10 out of 15	11.8784266
Nfam1	8 out of 15	11.86664902
Nup155	10 out of 15	11.8633947
Pelp1	9 out of 15	11.85461955
Fmn1	9 out of 15	11.85376378
Gpr160	8 out of 15	11.85079178
Lactb	10 out of 15	11.84703643
Hist1h2aa	11 out of 15	11.84673183
Tes	7 out of 15	11.83520115
Efemp2	12 out of 15	11.8111535
Mboat1	7 out of 15	11.80659603
Exog	7 out of 15	11.80103151
Tnfaip3	8 out of 15	11.7995426
TRIM21	8 out of 15	11.78230579
Zfand2a	8 out of 15	11.77894864
Opn3	8 out of 15	11.76444889
Csf1	9 out of 15	11.73419894
Vill	8 out of 15	11.71181837
Aplf	8 out of 15	11.69464414
Galns	7 out of 15	11.68589689
Snx18	8 out of 15	11.68284659
B4galt2	8 out of 15	11.67326589
Tinf2	10 out of 15	11.66882318
Sorcs2	13 out of 15	11.6653986
1810008A18Rik	10 out of 15	11.65169204
Psmc4	8 out of 15	11.6479896
2610036A22Rik	7 out of 15	11.64465921
Gusb	8 out of 15	11.63955312
Canx	10 out of 15	11.62989071
Gm6316	7 out of 15	11.62815391
ENSMUSG00000072973	9 out of 15	11.62792305
Insl6	7 out of 15	11.61895745
Plekha8	11 out of 15	11.59406838
FKBP10	8 out of 15	11.59341989
Fxyd6	8 out of 15	11.58688781
Riok3	8 out of 15	11.58100057
Trim6	8 out of 15	11.57574454
Plec	8 out of 15	11.52593062
Ripk1	9 out of 15	11.5232866
Emp3	7 out of 15	11.50801632
CHST11	7 out of 15	11.49002674
Tmem55a	8 out of 15	11.47677828
699820	8 out of 15	11.46962449
Slc25a22	7 out of 15	11.46895303
Tipin	8 out of 15	11.46820584
Rpp30	9 out of 15	11.46208432
SLC19A2	7 out of 15	11.44253164
Exoc6	9 out of 15	11.41520364
Cmtm3	9 out of 15	11.41295652
Cd2bp2	8 out of 15	11.40336002
Nktr	13 out of 15	11.4027384
Ndfip1	11 out of 15	11.37482819
LOC722347	8 out of 15	11.35965245
Ube2m	8 out of 15	11.35647395
Dgcr2	7 out of 15	11.35124425
Gfer	11 out of 15	11.34833901
Slc16a1	10 out of 15	11.34283404
Ppih	8 out of 15	11.34076709
Nek2	7 out of 15	11.33414173
LOC711724	9 out of 15	11.33046196
Ap2a2	10 out of 15	11.32564771
Hip1	7 out of 15	11.32217231
Nckap1l	8 out of 15	11.31259074
Csnk2a1	8 out of 15	11.31137424
Cd63	7 out of 15	11.30495739
ANP32E	7 out of 15	11.30427719
LOC718516	7 out of 15	11.27792405
Efna5	8 out of 15	11.27771972
Trip11	9 out of 15	11.26679726
AK012844	8 out of 15	11.26259624
A_52_P337716	9 out of 15	11.25597089
AK038533	8 out of 15	11.23995612
Efr3b	8 out of 15	11.22416213
LOC703763	7 out of 15	11.219633
LOC712789	7 out of 15	11.13560272
A_52_P481320	8 out of 15	11.13248026
LOC714983	8 out of 15	11.12885953
LOC710223	7 out of 15	11.12358818
Pus1	7 out of 15	11.12102514
Dis3	7 out of 15	11.11940734
Tbc1d14	9 out of 15	11.10115127
IWS1	7 out of 15	11.08597006
Gtf2f2	8 out of 15	11.07779088
Nfxl1	11 out of 15	11.07148661
Lrp1	9 out of 15	11.0659236
43895	9 out of 15	11.05816187
Sft2d2	13 out of 15	11.04121488
Cops6	10 out of 15	11.03825085
Twf1	8 out of 15	11.02178253
Fam173b	9 out of 15	10.99381573
Ppm1h	8 out of 15	10.98002862
Cgn	11 out of 15	10.97679852
Mtmr11	10 out of 15	10.97366764
Tmem219	10 out of 15	10.96601223
LOC714040	8 out of 15	10.96492646
Ptprc	8 out of 15	10.95863723
Erp44	10 out of 15	10.93046078
Slirp	9 out of 15	10.88652054
703818	8 out of 15	10.88510377
Nf2	11 out of 15	10.87958794
Ipo4	7 out of 15	10.87194155
Coq7	7 out of 15	10.86804738
Disp2	11 out of 15	10.85786153
Exosc8	8 out of 15	10.85517909
Urm1	9 out of 15	10.85492682
Rassf8	8 out of 15	10.84796874
Pgk1	7 out of 15	10.83748369
Aars	8 out of 15	10.80745441
GPR182	7 out of 15	10.80064092
Tmsb10	7 out of 15	10.797782
Ncln	11 out of 15	10.78860547
Slc25a24	8 out of 15	10.78509925
LOC702233	8 out of 15	10.77947474
Mak16	8 out of 15	10.76251024
Gramd3	8 out of 15	10.75391179
Ssr3	11 out of 15	10.7167781
Rnps1	8 out of 15	10.71267154
BC005764	7 out of 15	10.71256741
Pdia6	12 out of 15	10.70514953
Rhbdf2	7 out of 15	10.70129511
Ube2a	11 out of 15	10.69995159
Polr1a	7 out of 15	10.69943256
Utp23	8 out of 15	10.69882007
Naa20	9 out of 15	10.68024492
Pcdh7	7 out of 15	10.66227983
Pip4k2a	8 out of 15	10.66014335
Golt1b	7 out of 15	10.65119252
711328	10 out of 15	10.65074162
MEF2A	7 out of 15	10.64689999
LOC713887	9 out of 15	10.61945233
G2e3	8 out of 15	10.61463128
SLC35B4	8 out of 15	10.57300898
Nuak2	7 out of 15	10.56434501
Crem	11 out of 15	10.53780901
Ap3s1	9 out of 15	10.52685834
707977	9 out of 15	10.52213022
Ccbe1	7 out of 15	10.5178176
Pitpna	13 out of 15	10.50289047
Tmem176b	8 out of 15	10.50086621
2610029G23Rik	12 out of 15	10.47179579
PLEKHA1	8 out of 15	10.44656186
LAMP2	8 out of 15	10.44034231
Tap2	8 out of 15	10.43948607
Mars	8 out of 15	10.43535519
Tspan9	7 out of 15	10.42755006
Pros1	8 out of 15	10.42138125
Ccdc109b	8 out of 15	10.41724376
Gng2	8 out of 15	10.41262712
Amotl2	8 out of 15	10.40310627
4930562C15Rik	7 out of 15	10.39890773
BGN	8 out of 15	10.39609454
LOC712731	7 out of 15	10.39599572
LOC702163	9 out of 15	10.39081011
LOC715608	8 out of 15	10.37824083
Ly6e	7 out of 15	10.37734331
Gm6224	7 out of 15	10.34913887
Uchl3	8 out of 15	10.34541402
LOC713191	9 out of 15	10.34080377
Arpc4	9 out of 15	10.33013147
Arf2	8 out of 15	10.31750112
Rrs1	7 out of 15	10.31282488
Arpc1b	8 out of 15	10.31128922
Arcn1	8 out of 15	10.28904833
Khnyn	8 out of 15	10.28829238
Eif1ax	9 out of 15	10.28693497
LOC709607	9 out of 15	10.28556417
A_52_P103628	8 out of 15	10.2826496
Sec61a1	7 out of 15	10.28186083
Tor1aip1	7 out of 15	10.27943151
LOC721812	8 out of 15	10.27498146
Lypla1	7 out of 15	10.25459361
Ostc	9 out of 15	10.21610774
LOC719419	7 out of 15	10.20443616
Tep1	7 out of 15	10.18182499
Ptgs1	8 out of 15	10.17395236
Nme2	7 out of 15	10.1677223
Commd1	8 out of 15	10.16570709
Ndufaf5	12 out of 15	10.16124108
Fbxo42	9 out of 15	10.15926679
Smg7	9 out of 15	10.15796881
Cdc34	7 out of 15	10.1543018
Mrpl1	7 out of 15	10.15365606
5830418K08Rik	9 out of 15	10.15292352
LOC693910	8 out of 15	10.15005333
SETBP1	8 out of 15	10.12511549
Mamstr	9 out of 15	10.11434729
Fert2	8 out of 15	10.10859577
Jam2	8 out of 15	10.09187473
GSTCD	7 out of 15	10.09167183
Camk2d	9 out of 15	10.0909349
Hist1h4i	7 out of 15	10.08243778
2310003F16Rik	9 out of 15	10.05827975
Ccdc109a	8 out of 15	10.0485622
Sec22b	9 out of 15	10.03233145
Pomt2	8 out of 15	10.03230732
Sec23b	9 out of 15	10.02362969
Mcph1	11 out of 15	10.02003711
Agpat3	8 out of 15	10.01531361
Wdr5	8 out of 15	10.01129543
Nup62	8 out of 15	9.995105059
Recql4	7 out of 15	9.994071831
Lrp12	9 out of 15	9.993701029
Nampt	12 out of 15	9.991013662
IARS	8 out of 15	9.98974649
Cnpy4	9 out of 15	9.977212956
Crls1	8 out of 15	9.974659046
ENSMUSG00000022294	8 out of 15	9.972139347
Spred1	7 out of 15	9.966506629
Oraov1	9 out of 15	9.958326063
Txnl4a	10 out of 15	9.958277099
Abce1	7 out of 15	9.944665316
Rpa2	8 out of 15	9.937075708
Ruvbl1	8 out of 15	9.934223322
Yif1a	9 out of 15	9.929461546
Dazap1	9 out of 15	9.897274871
Adpgk	9 out of 15	9.894732942
Praf2	8 out of 15	9.891732262
Psmb3	9 out of 15	9.880753473
Arl14ep	7 out of 15	9.876939985
Glt25d1	8 out of 15	9.868133171
Unc93b1	8 out of 15	9.8661902
5730528L13Rik	7 out of 15	9.822632803
4930524J08Rik	7 out of 15	9.818835976
Ap2m1	8 out of 15	9.803358361
Odc1	8 out of 15	9.793835198
Map3k8	7 out of 15	9.79253605
Prune2	7 out of 15	9.789995048
Gosr1	7 out of 15	9.786557291
Scamp2	10 out of 15	9.786068058
Atxn7	8 out of 15	9.77905457
Ppp1r12b	12 out of 15	9.767294241
LOC715374	7 out of 15	9.761161824
Slc7a1	7 out of 15	9.75879132
Lsm3	8 out of 15	9.752072477
SELI	7 out of 15	9.724041338
Zdhhc5	9 out of 15	9.717059322
Rnf4	10 out of 15	9.699373975
Mapk6	8 out of 15	9.689452467
Brcc3	11 out of 15	9.682477922
LOC696348	7 out of 15	9.651014793
LOC711716	8 out of 15	9.645848783
LOC709615	9 out of 15	9.626402644
Abtb2	12 out of 15	9.620931881
Stx16	11 out of 15	9.613014585
LOC705696	9 out of 15	9.607781198
Cd48	10 out of 15	9.60596957
Zc3h12a	7 out of 15	9.605262804
627520	7 out of 15	9.599584628
Irak3	9 out of 15	9.596617283
Furin	8 out of 15	9.595482253
Fem1b	8 out of 15	9.595404309
Cyp4f16	7 out of 15	9.579045184
A_52_P406216	7 out of 15	9.565294343
Nup37	7 out of 15	9.558742787
ALDH5A1	9 out of 15	9.552216187
LOC698046	7 out of 15	9.552192707
Tdrd7	7 out of 15	9.546639529
Ifngr2	8 out of 15	9.54243288
Vangl1	8 out of 15	9.541068141
Capza1	7 out of 15	9.534624718
Nars	7 out of 15	9.517359899
PTPN22	7 out of 15	9.516388886
Hnrnpu	7 out of 15	9.506717654
Prmt7	7 out of 15	9.506689957
LOC709585	11 out of 15	9.496139627
Cdca7	8 out of 15	9.486230761
Gm1943	7 out of 15	9.484247143
Rbl1	8 out of 15	9.479537472
RNH1	9 out of 15	9.474542571
Cflar	12 out of 15	9.473819064
Limk1	7 out of 15	9.472809753
Hsd17b12	8 out of 15	9.460136851
Rab11a	9 out of 15	9.459619244
Atp11c	8 out of 15	9.456340135
Ufm1	7 out of 15	9.453876113
Ankrd13c	7 out of 15	9.451051937
Ube2d3	14 out of 15	9.434372347
Tm9sf4	9 out of 15	9.424509875
Arfgef2	10 out of 15	9.423129293
Sumf2	9 out of 15	9.4177737
Prpf31	10 out of 15	9.404687835
Scyl2	10 out of 15	9.388642057
Rabggtb	7 out of 15	9.38856087
RTCD1	8 out of 15	9.380220845
Psmb10	9 out of 15	9.370784161
LOC705541	8 out of 15	9.366596974
Cirh1a	7 out of 15	9.364269545
Psma6	8 out of 15	9.362155337
Sat1	7 out of 15	9.359187429
Copg	9 out of 15	9.351443016
Eif4e	7 out of 15	9.349642735
LOC706736	8 out of 15	9.334618374
Vkorc1l1	10 out of 15	9.312379593
Ears2	7 out of 15	9.281263155
Chid1	10 out of 15	9.280331446
5033406O09Rik	7 out of 15	9.271439226
Smc6	9 out of 15	9.265508209
Cd302	7 out of 15	9.261783425
Mrpl32	11 out of 15	9.259967253
Psen1	7 out of 15	9.259023213
Cenpq	8 out of 15	9.254722038
Ptger3	8 out of 15	9.242326718
CCT8	8 out of 15	9.240401578
Slbp	7 out of 15	9.238266547
Ergic2	9 out of 15	9.218369151
LOC696314	8 out of 15	9.213081257
Plaa	7 out of 15	9.208364364
Mm.365003	7 out of 15	9.201472471
Mr1	7 out of 15	9.190266585
SP1	8 out of 15	9.178308003
Psmc2	11 out of 15	9.1734719
LOC717754	7 out of 15	9.163435663
Tbxas1	7 out of 15	9.145625496
ENSMUSG00000071667	7 out of 15	9.142679059
Rnf126	7 out of 15	9.13898249
Fam20a	7 out of 15	9.130807329
LOC721275	7 out of 15	9.130405235
Extl3	9 out of 15	9.12277524
Gja5	7 out of 15	9.111680304
Ppp1r2	9 out of 15	9.093116397
Timm23	7 out of 15	9.092277505
Wapal	7 out of 15	9.091989998
Kctd5	8 out of 15	9.089466435
Fam82a2	8 out of 15	9.086589209
Ptrh2	10 out of 15	9.082863197
EXOSC1	9 out of 15	9.078209841
Mrpl16	7 out of 15	9.074707605
Vars	8 out of 15	9.071806157
Bmp7	10 out of 15	9.071426081
Mtap6	8 out of 15	9.062895527
Cdc25a	11 out of 15	9.048147535
A630005I04Rik	7 out of 15	9.037240933
Phldb2	10 out of 15	9.030967409
Enoph1	9 out of 15	9.030291519
Snx12	8 out of 15	9.021833053
Lipe	8 out of 15	9.011639093
LOC713289	9 out of 15	9.011536073
Dnajb11	8 out of 15	8.996434371
Spcs3	8 out of 15	8.992517978
Znhit1	10 out of 15	8.981508725
Haus6	7 out of 15	8.977562235
Psme1	7 out of 15	8.974741389
Cdkn2aipnl	7 out of 15	8.968465347
Smg6	10 out of 15	8.959662819
Spsb4	7 out of 15	8.959361159
Ap1s3	7 out of 15	8.955481441
Gmfb	9 out of 15	8.954452732
Ckmt1	7 out of 15	8.953231036
E130303B06Rik	8 out of 15	8.947556539
SERBP1	9 out of 15	8.942550295
Asrgl1	7 out of 15	8.928917658
A_51_P302550	7 out of 15	8.915830713
Ctbs	7 out of 15	8.914802091
Arv1	8 out of 15	8.913605939
ENSMUSG00000030529	7 out of 15	8.896713435
Gnpda1	7 out of 15	8.883552756
LOC715517	8 out of 15	8.876960017
1110054O05Rik	8 out of 15	8.86694024
Cd53	7 out of 15	8.859841387
EIF4EBP1	8 out of 15	8.847198592
Atp6v0a1	10 out of 15	8.841611039
Evi5l	7 out of 15	8.818203457
RALGPS2	10 out of 15	8.809332027
44084	7 out of 15	8.807709015
Rassf4	7 out of 15	8.802870107
Slc31a2	7 out of 15	8.801864808
Mis18a	7 out of 15	8.801024911
Prkrip1	8 out of 15	8.774233035
Rab22a	11 out of 15	8.771620029
Plod3	7 out of 15	8.749267405
Zc3h8	7 out of 15	8.741984893
STOML2	8 out of 15	8.737789276
Rps19bp1	10 out of 15	8.723031938
LOC718637	9 out of 15	8.722585386
Ap2s1	9 out of 15	8.711860658
Psmb6	8 out of 15	8.683614837
Ankrd27	8 out of 15	8.678952462
Mapk11	8 out of 15	8.676133952
Opa3	8 out of 15	8.660925989
Mtap2	7 out of 15	8.654296521
Kdelc1	7 out of 15	8.636145714
Saal1	7 out of 15	8.63520091
Bud31	7 out of 15	8.616547266
Arf4	8 out of 15	8.603492499
Ola1	7 out of 15	8.577150459
Gtf3c4	7 out of 15	8.575032897
Cdk2ap1	7 out of 15	8.565551831
Kars	7 out of 15	8.565238561
Psmb4	8 out of 15	8.564548016
Mki67ip	8 out of 15	8.547844712
Nup93	7 out of 15	8.545793835
LOC709805	7 out of 15	8.54251702
Blmh	7 out of 15	8.541436961
Rpp40	9 out of 15	8.512412408
Tuft1	7 out of 15	8.507660272
Rassf1	7 out of 15	8.503922651
NOP16	7 out of 15	8.500765889
Tsga14	7 out of 15	8.493524199
Chmp4c	9 out of 15	8.485369605
Clcn3	7 out of 15	8.478537943
Mrps15	8 out of 15	8.475277831
Sfxn5	11 out of 15	8.465724323
Ptbp1	7 out of 15	8.459965507
Pycrl	7 out of 15	8.445947835
Maf	8 out of 15	8.436766021
Psmd11	8 out of 15	8.428949524
Ap3m1	7 out of 15	8.416743634
Erh	7 out of 15	8.394051921
Gtf2f1	7 out of 15	8.384816315
Zbtb7b	8 out of 15	8.380201742
Shq1	7 out of 15	8.375987885
Ascc3	7 out of 15	8.369240948
Col6a2	10 out of 15	8.353297539
9130401M01Rik	8 out of 15	8.339857241
MORF4L2	8 out of 15	8.334600138
Col13a1	7 out of 15	8.324040373
Tnip1	7 out of 15	8.320759491
Psme2	8 out of 15	8.319496083
Sf3a1	9 out of 15	8.315918895
Haus7	7 out of 15	8.301110374
Wdr41	7 out of 15	8.298440873
A_52_P627677	7 out of 15	8.281788406
Atg4b	10 out of 15	8.274319883
Ccdc93	9 out of 15	8.262875621
Ska2	9 out of 15	8.255928723
Stx11	7 out of 15	8.235787728
Dcaf10	8 out of 15	8.234977467
THOP1	7 out of 15	8.223557724
Tor2a	11 out of 15	8.19342717
LOC698169	8 out of 15	8.180792211
Inf2	7 out of 15	8.158143956
Ptger2	7 out of 15	8.145239855
LOC710141	7 out of 15	8.120157499
705581	10 out of 15	8.11631613
Samd4b	7 out of 15	8.108536207
Prr15	8 out of 15	8.106827005
LOC693337	8 out of 15	8.091613211
LOC706723	7 out of 15	8.087873051
Stard4	10 out of 15	8.086509257
Dak	7 out of 15	8.064149592
Agfg1	14 out of 15	8.055786738
Lix1l	8 out of 15	8.045722219
Gm16464	7 out of 15	8.042004049
Dnaja1	8 out of 15	8.020127787
Rpp25	11 out of 15	8.01145286
Mrps11	7 out of 15	7.998622515
Cacna1d	7 out of 15	7.998272919
Mecp2	10 out of 15	7.988654853
Rai14	7 out of 15	7.980844494
Mrpl49	11 out of 15	7.968505946
LOC710363	8 out of 15	7.960909921
MOCS2	7 out of 15	7.960670005
Ints12	7 out of 15	7.957604169
Ddx24	7 out of 15	7.95692102
